host,role,clients,accesses,seconds,throughput (accesses/sec),local,remote
lagoon,client,30,38910,29.769215496,1307.0549,15,15
lagoon,client,30,39278,29.767929279,1319.4737,15,15
lagoon,client,30,39295,29.770918943,1319.9122,15,15
lagoon,client,30,39236,29.771015153,1317.9262,15,15
lagoon,client,30,39310,29.761669578,1320.8264,15,15
lagoon,client,30,39394,29.773337339,1323.1301,15,15
lagoon,client,30,39217,29.767986453,1317.422,15,15
lagoon,client,30,39283,29.773167051,1319.4095,15,15
lagoon,client,30,39236,29.763271387,1318.2691,15,15
lagoon,client,30,39165,29.767401021,1315.701,15,15
lagoon,client,30,39352,29.771047542,1321.8211,15,15
lagoon,client,30,39580,29.778046832,1329.1671,15,15
lagoon,client,30,39370,29.752993787,1323.2282,15,15
lagoon,client,30,39137,29.768639681,1314.7057,15,15
lagoon,client,30,39194,29.766381069,1316.7204,15,15
lagoon,client,30,39311,29.773328111,1320.3428,15,15
lagoon,client,30,39209,29.766534344,1317.2175,15,15
lagoon,client,30,39381,29.772292748,1322.7399,15,15
lagoon,client,30,39338,29.770822267,1321.3609,15,15
lagoon,client,30,39254,29.772364943,1318.471,15,15
lagoon,client,30,39120,29.764491868,1314.3178,15,15
lagoon,client,30,39089,29.765475812,1313.2328,15,15
lagoon,client,30,39190,29.764029736,1316.69,15,15
lagoon,client,30,38793,29.763612658,1303.37,15,15
lagoon,client,30,39212,29.774844921,1316.9506,15,15
lagoon,client,30,38896,29.757756031,1307.0878,15,15
lagoon,client,30,39318,29.775013694,1320.5032,15,15
lagoon,client,30,39190,29.775846541,1316.1674,15,15
lagoon,client,30,38741,29.762903145,1301.6539,15,15
lagoon,client,30,39007,29.765669077,1310.4695,15,15
lagoon,client,30,38920,29.765587108,1307.5502,15,15
lagoon,client,30,39172,29.774993036,1315.6006,15,15
lagoon,client,30,39195,29.773216152,1316.4517,15,15
lagoon,client,30,39116,29.768529545,1314.0051,15,15
lagoon,client,32,37555,29.782756409,1260.9645,16,16
lagoon,client,32,37521,29.776819571,1260.0741,16,16
lagoon,client,32,37345,29.777141016,1254.15,16,16
lagoon,client,32,37457,29.782451949,1257.6869,16,16
lagoon,client,32,37493,29.781001252,1258.957,16,16
lagoon,client,32,37513,29.776173035,1259.8328,16,16
lagoon,client,32,37482,29.776943142,1258.7592,16,16
lagoon,client,32,37294,29.776215317,1252.4762,16,16
lagoon,client,32,37475,29.778076822,1258.4762,16,16
lagoon,client,32,37366,29.773570652,1255.0057,16,16
lagoon,client,32,37390,29.777538967,1255.6444,16,16
lagoon,client,32,37486,29.780780197,1258.7313,16,16
lagoon,client,32,37452,29.769996777,1258.0451,16,16
lagoon,client,32,37552,29.785186476,1260.761,16,16
lagoon,client,32,37546,29.783679191,1260.6233,16,16
lagoon,client,32,37521,29.778728566,1259.9934,16,16
lagoon,client,32,37548,29.778628152,1260.9043,16,16
lagoon,client,32,37523,29.776662692,1260.1479,16,16
lagoon,client,32,37458,29.776623894,1257.9667,16,16
lagoon,client,32,37359,29.766237601,1255.0797,16,16
lagoon,client,32,37530,29.773798112,1260.5043,16,16
lagoon,client,32,37580,29.778396881,1261.9887,16,16
lagoon,client,32,37582,29.774765187,1262.2098,16,16
lagoon,client,32,37351,29.780773835,1254.1984,16,16
lagoon,client,32,37269,29.775405562,1251.6706,16,16
lagoon,client,32,37435,29.77525694,1257.252,16,16
lagoon,client,32,37585,29.781520238,1262.0242,16,16
lagoon,client,32,37385,29.777684412,1255.4704,16,16
lagoon,client,32,37546,29.774584713,1261.0084,16,16
lagoon,client,32,37280,29.781567877,1251.781,16,16
lagoon,client,32,37513,29.777774591,1259.7651,16,16
lagoon,client,32,37218,29.779885521,1249.7697,16,16
lagoon,client,32,37464,29.774776429,1258.2462,16,16
lagoon,client,32,37429,29.769916976,1257.2759,16,16
lagoon,client,32,37591,29.783443038,1262.1442,16,16
lagoon,client,32,37667,29.78169843,1264.77,16,16
lagoon,client,32,37428,29.775205085,1257.019,16,16
lagoon,client,32,37456,29.775331867,1257.9541,16,16
lagoon,client,32,37481,29.774808456,1258.8158,16,16
lagoon,client,32,37613,29.784020601,1262.8584,16,16
lagoon,client,32,37614,29.778880015,1263.11,16,16
lagoon,client,32,37645,29.781438556,1264.0424,16,16
lagoon,client,32,37677,29.780809782,1265.1436,16,16
lagoon,client,32,37509,29.783470001,1259.3899,16,16
lagoon,client,32,37529,29.782213624,1260.1145,16,16
lagoon,client,32,37525,29.779069056,1260.1133,16,16
lagoon,client,32,37492,29.772658675,1259.2762,16,16
lagoon,client,32,37495,29.781594246,1258.9991,16,16
lagoon,client,32,37641,29.770671854,1264.3652,16,16
lagoon,client,32,37892,29.783556394,1272.2456,16,16
lagoon,client,32,37646,29.78452036,1263.9451,16,16
lagoon,client,32,37568,29.771324281,1261.8854,16,16
lagoon,client,32,37530,29.772533871,1260.5578,16,16
lagoon,client,32,37536,29.780438919,1260.4247,16,16
lagoon,client,32,37687,29.777737014,1265.6099,16,16
lagoon,client,32,37623,29.77096104,1263.7483,16,16
lagoon,client,32,37629,29.783370104,1263.4232,16,16
lagoon,client,32,37661,29.77784813,1264.7321,16,16
lagoon,client,32,37706,29.776829006,1266.2866,16,16
lagoon,client,32,37655,29.782918653,1264.3153,16,16
lagoon,client,32,37797,29.776189001,1269.37,16,16
lagoon,client,32,37504,29.776687925,1259.5088,16,16
lagoon,client,32,37730,29.783312292,1266.8168,16,16
lagoon,client,32,37437,29.781439663,1257.0581,16,16
lagoon,client,32,37456,29.771139517,1258.1312,16,16
lagoon,client,32,37537,29.774783548,1260.6977,16,16
lagoon,client,32,37519,29.781334619,1259.8159,16,16
lagoon,client,32,37482,29.780856948,1258.5937,16,16
lagoon,client,32,37458,29.773048654,1258.1177,16,16
lagoon,client,32,37486,29.771272383,1259.1333,16,16
lagoon,client,32,37521,29.774328388,1260.1796,16,16
lagoon,client,32,37497,29.776029227,1259.3016,16,16
lagoon,client,32,37735,29.781270338,1267.0715,16,16
lagoon,client,32,37593,29.774077305,1262.6084,16,16
lagoon,client,32,37608,29.777503996,1262.9668,16,16
lagoon,client,32,37191,29.764417624,1249.5121,16,16
lagoon,client,32,37331,29.768971968,1254.0238,16,16
lagoon,client,32,37783,29.776048485,1268.9058,16,16
lagoon,client,32,37432,29.777399707,1257.0607,16,16
lagoon,client,32,37336,29.774545405,1253.957,16,16
lagoon,client,34,35950,29.783507679,1207.0439,17,17
lagoon,client,34,35904,29.784725644,1205.4501,17,17
lagoon,client,34,36098,29.790113684,1211.7443,17,17
lagoon,client,34,36018,29.786040904,1209.2242,17,17
lagoon,client,34,36012,29.783812351,1209.1132,17,17
lagoon,client,34,35914,29.784362978,1205.8005,17,17
lagoon,client,34,35998,29.781546439,1208.7351,17,17
lagoon,client,34,35770,29.7782895,1201.2107,17,17
lagoon,client,34,36100,29.782779743,1212.1098,17,17
lagoon,client,34,35984,29.782584098,1208.2229,17,17
lagoon,client,34,35923,29.788411045,1205.9388,17,17
lagoon,client,34,35865,29.778879767,1204.3771,17,17
lagoon,client,34,35909,29.786456064,1205.5479,17,17
lagoon,client,34,36183,29.791383854,1214.5458,17,17
lagoon,client,34,36065,29.781735148,1210.9771,17,17
lagoon,client,34,35791,29.787089504,1201.5608,17,17
lagoon,client,34,35864,29.778872624,1204.3438,17,17
lagoon,client,34,35892,29.785042044,1205.0344,17,17
lagoon,client,34,35984,29.789349428,1207.9485,17,17
lagoon,client,34,35844,29.784388402,1203.4493,17,17
lagoon,client,34,35974,29.779802091,1208.0,17,17
lagoon,client,34,36155,29.789992945,1213.6626,17,17
lagoon,client,34,36064,29.786847274,1210.7357,17,17
lagoon,client,34,36055,29.782752002,1210.6,17,17
lagoon,client,34,35992,29.787063188,1208.3098,17,17
lagoon,client,34,36119,29.78909825,1212.4905,17,17
lagoon,client,34,36073,29.787851056,1210.9971,17,17
lagoon,client,34,36094,29.784227254,1211.8495,17,17
lagoon,client,34,36174,29.786779462,1214.4314,17,17
lagoon,client,34,35849,29.778970577,1203.8361,17,17
lagoon,client,34,36032,29.790339638,1209.5196,17,17
lagoon,client,34,35982,29.790361411,1207.8403,17,17
lagoon,client,34,36301,29.791071326,1218.5195,17,17
lagoon,client,34,36213,29.786988993,1215.7321,17,17
lagoon,client,34,35758,29.786645456,1200.4709,17,17
lagoon,client,34,36010,29.786745838,1208.927,17,17
lagoon,client,34,36003,29.784261722,1208.7928,17,17
lagoon,client,34,35702,29.770442739,1199.2432,17,17
lagoon,client,34,36010,29.792819448,1208.6805,17,17
lagoon,client,34,36024,29.792008156,1209.1833,17,17
lagoon,client,34,35842,29.788495059,1203.2162,17,17
lagoon,client,34,35920,29.787307313,1205.8827,17,17
lagoon,client,34,35981,29.791072773,1207.7779,17,17
lagoon,client,34,35725,29.771724136,1199.9641,17,17
lagoon,client,34,35767,29.791921078,1200.5604,17,17
lagoon,client,34,35938,29.791259168,1206.327,17,17
lagoon,client,34,35883,29.788735429,1204.5829,17,17
lagoon,client,34,35926,29.791131245,1205.9294,17,17
lagoon,client,34,35896,29.791516843,1204.9068,17,17
lagoon,client,34,35902,29.790241908,1205.1597,17,17
lagoon,client,34,35751,29.788749395,1200.1511,17,17
lagoon,client,34,36154,29.779417824,1214.06,17,17
lagoon,client,34,36174,29.78837277,1214.3664,17,17
lagoon,client,34,36232,29.79108455,1216.2028,17,17
lagoon,client,34,35834,29.788943857,1202.9295,17,17
lagoon,client,34,35940,29.780793308,1206.8181,17,17
lagoon,client,34,36031,29.786982221,1209.6224,17,17
lagoon,client,34,36129,29.788031783,1212.8697,17,17
lagoon,client,34,36065,29.7885216,1210.7012,17,17
lagoon,client,34,35986,29.781666105,1208.3273,17,17
lagoon,client,34,35983,29.789345328,1207.9151,17,17
lagoon,client,34,36024,29.788522477,1209.3248,17,17
lagoon,client,34,36122,29.79088114,1212.5187,17,17
lagoon,client,34,35883,29.788482837,1204.5931,17,17
lagoon,client,34,36099,29.790620887,1211.7572,17,17
lagoon,client,34,36006,29.781034018,1209.0245,17,17
lagoon,client,34,36114,29.790407714,1212.2694,17,17
lagoon,client,34,35893,29.786702651,1205.0008,17,17
lagoon,client,34,35867,29.780968767,1204.3597,17,17
lagoon,client,34,36244,29.794138103,1216.4809,17,17
lagoon,client,34,36275,29.795201585,1217.4779,17,17
lagoon,client,34,36211,29.790877663,1215.5063,17,17
lagoon,client,34,35914,29.784290778,1205.8034,17,17
lagoon,client,34,35975,29.789207209,1207.6521,17,17
lagoon,client,34,35916,29.776863678,1206.1714,17,17
lagoon,client,34,36140,29.789509793,1213.1787,17,17
lagoon,client,34,36137,29.788705764,1213.1108,17,17
lagoon,client,34,36126,29.790081495,1212.6855,17,17
lagoon,client,34,35962,29.784573038,1207.4036,17,17
lagoon,client,34,35955,29.781285169,1207.3018,17,17
lagoon,client,34,35979,29.79187401,1207.6783,17,17
lagoon,client,34,35996,29.782355963,1208.6351,17,17
lagoon,client,34,35998,29.786734387,1208.5246,17,17
lagoon,client,34,35822,29.780303636,1202.8756,17,17
lagoon,client,34,36122,29.774103361,1213.2019,17,17
lagoon,client,36,34308,29.802459127,1151.1802,18,18
lagoon,client,36,34261,29.803148154,1149.5765,18,18
lagoon,client,36,34257,29.792753082,1149.8434,18,18
lagoon,client,36,34135,29.790708137,1145.8271,18,18
lagoon,client,36,34406,29.802688619,1154.4596,18,18
lagoon,client,36,34407,29.794052612,1154.8278,18,18
lagoon,client,36,34300,29.798652744,1151.0588,18,18
lagoon,client,36,34229,29.797277395,1148.7291,18,18
lagoon,client,36,34204,29.791450502,1148.1146,18,18
lagoon,client,36,34414,29.798792411,1154.879,18,18
lagoon,client,36,34351,29.790774537,1153.0751,18,18
lagoon,client,36,34125,29.800558162,1145.1128,18,18
lagoon,client,36,34381,29.79719743,1153.8333,18,18
lagoon,client,36,34323,29.796458381,1151.9154,18,18
lagoon,client,36,34318,29.797174719,1151.7199,18,18
lagoon,client,36,34316,29.795277809,1151.7261,18,18
lagoon,client,36,34208,29.783789474,1148.5442,18,18
lagoon,client,36,34300,29.798670428,1151.0581,18,18
lagoon,client,36,34529,29.801205571,1158.6444,18,18
lagoon,client,36,34388,29.789959172,1154.3487,18,18
lagoon,client,36,34447,29.794453449,1156.1548,18,18
lagoon,client,36,34403,29.79817667,1154.5337,18,18
lagoon,client,36,34450,29.795174338,1156.2275,18,18
lagoon,client,36,34413,29.794337682,1155.0181,18,18
lagoon,client,36,34265,29.795940608,1149.9889,18,18
lagoon,client,36,34424,29.801978812,1155.0911,18,18
lagoon,client,36,34596,29.792446688,1161.2339,18,18
lagoon,client,36,34439,29.794972937,1155.8661,18,18
lagoon,client,36,34596,29.799192946,1160.971,18,18
lagoon,client,36,34295,29.792594433,1151.125,18,18
lagoon,client,36,34421,29.797591134,1155.1605,18,18
lagoon,client,36,34492,29.797467479,1157.548,18,18
lagoon,client,36,34431,29.792740057,1155.6842,18,18
lagoon,client,36,34351,29.792925432,1152.9918,18,18
lagoon,client,36,34440,29.794560573,1155.9157,18,18
lagoon,client,36,34410,29.793553139,1154.9478,18,18
lagoon,client,36,33939,29.796115502,1139.0411,18,18
lagoon,client,36,34189,29.798329177,1147.3462,18,18
lagoon,client,36,34315,29.789106346,1151.9312,18,18
lagoon,client,36,34169,29.79774837,1146.6974,18,18
lagoon,client,36,34167,29.792788169,1146.8212,18,18
lagoon,client,36,34249,29.802543617,1149.1972,18,18
lagoon,client,36,34275,29.799008425,1150.2061,18,18
lagoon,client,36,34130,29.788956136,1145.7266,18,18
lagoon,client,36,34495,29.798141006,1157.6226,18,18
lagoon,client,36,34263,29.797952634,1149.8441,18,18
lagoon,client,36,34087,29.791736102,1144.1764,18,18
lagoon,client,36,34165,29.799183706,1146.5079,18,18
lagoon,client,36,34098,29.792521631,1144.5154,18,18
lagoon,client,36,34130,29.795057986,1145.492,18,18
lagoon,client,36,34165,29.793993692,1146.7076,18,18
lagoon,client,36,34088,29.794426742,1144.1066,18,18
lagoon,client,36,34197,29.790923186,1147.9,18,18
lagoon,client,36,34194,29.79022656,1147.8261,18,18
lagoon,client,36,34122,29.802922987,1144.9213,18,18
lagoon,client,36,34341,29.79788306,1152.4644,18,18
lagoon,client,36,34231,29.801079289,1148.6497,18,18
lagoon,client,36,34162,29.792937007,1146.6476,18,18
lagoon,client,36,34150,29.798259824,1146.0401,18,18
lagoon,client,36,34167,29.800979028,1146.506,18,18
lagoon,client,36,34167,29.808022294,1146.2351,18,18
lagoon,client,36,34061,29.798519513,1143.0434,18,18
lagoon,client,36,34215,29.796416784,1148.2924,18,18
lagoon,client,36,34176,29.795344364,1147.0248,18,18
lagoon,client,36,34144,29.801078647,1145.7303,18,18
lagoon,client,36,33967,29.799554427,1139.8493,18,18
lagoon,client,36,34010,29.796662173,1141.403,18,18
lagoon,client,36,34337,29.808403006,1151.9235,18,18
lagoon,client,36,34221,29.799752303,1148.3652,18,18
lagoon,client,36,34070,29.795485725,1143.4618,18,18
lagoon,client,36,34077,29.797600175,1143.6156,18,18
lagoon,client,36,34086,29.798360932,1143.8884,18,18
lagoon,client,36,34419,29.790554483,1155.3662,18,18
lagoon,client,36,34183,29.789163978,1147.4978,18,18
lagoon,client,36,34405,29.796770464,1154.6553,18,18
lagoon,client,36,34335,29.795844186,1152.3419,18,18
lagoon,client,36,34212,29.787596664,1148.5317,18,18
lagoon,client,36,34541,29.7995919,1159.1098,18,18
lagoon,client,36,34431,29.795081564,1155.5934,18,18
lagoon,client,36,34476,29.802415838,1156.819,18,18
lagoon,client,36,34512,29.799206791,1158.1516,18,18
lagoon,client,36,34295,29.796411,1150.9775,18,18
lagoon,client,36,34158,29.781829722,1146.9409,18,18
lagoon,client,36,34256,29.796378333,1149.6699,18,18
lagoon,client,36,34251,29.799688132,1149.3744,18,18
lagoon,client,36,34309,29.799969668,1151.3099,18,18
lagoon,client,36,34321,29.792381965,1152.0059,18,18
lagoon,client,36,34359,29.799469645,1153.0071,18,18
lagoon,client,36,34382,29.800591375,1153.7355,18,18
lagoon,client,36,34155,29.79735188,1146.2428,18,18
